ProductKey,ProductLabel,ProductName,Manufacturer,BrandName,ClassName,ColorName,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,Status
1399,501084,Contoso Teléfono inalámbrico con cable de 4 líneas M203 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,15.17,32.99,2009-04-11,
1400,501085,Contoso Sistema telefónico inalámbrico ampliable de 3 auriculares M204 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,16.55,35.99,2006-07-03,
1401,501086,Contoso Sistema telefónico inalámbrico ampliable de 2 auriculares M205 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,18.48,40.19,2008-09-30,
1402,501087,Contoso Sistema telefónico inalámbrico ampliable de 4 auriculares M206 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,20.15,43.81,2005-04-16,
1403,501088,Contoso Sistema telefónico inalámbrico ampliable de 1 auricular M207 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,21.82,47.44,2008-02-05,
1404,501089,Contoso Teléfono inalámbrico digital con auricular ampliable M900 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,15.17,32.99,2009-01-03,
1405,501090,Contoso Manos libres de 2 líneas M109 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,16.55,35.99,2005-07-30,
1406,501091,Contoso Teléfono de una línea con memoria de marcado E88 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,7.23,14.19,2006-05-16,
1407,501092,Contoso Teléfono de 2 líneas con memoria de marcado E90 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,8.16,16.0,2008-11-02,
1408,503001,"The Phone Company Teléfono de pantalla táctil 1600 TFT-2.2"" L200 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,175.27,529.0,2008-07-03,Activad
1409,503002,"The Phone Company Teléfono de pantalla táctil 1600 TFT-1.4"" L250 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,195.15,589.0,2007-06-04,Activad
1410,503003,"The Phone Company Teléfonos de pantalla táctil 26 2.2"" M200 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,105.77,230.0,2006-07-05,Activad
1411,503004,"The Phone Company Teléfonos de pantalla táctil 26 1.4"" M250 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,123.24,268.0,2006-07-06,Activad
1412,503005,The Phone Company Teléfonos de pantalla táctil de 4 hilos/externos M302 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,132.9,289.0,2005-04-16,Activad
1413,503006,The Phone Company Teléfonos de pantalla táctil SAW/incorporados M801 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,137.5,299.0,2008-02-05,Activad
1414,503007,The Phone Company Teléfonos de pantalla táctil de 5 hilos/incorporados M500 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,117.73,256.0,2009-01-03,Activad
1415,503008,The Phone Company Teléfonos de pantalla táctil infrarrojos M901 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,137.96,300.0,2005-07-30,Activad
1416,503009,The Phone Company Teléfonos de pantalla táctil capacitivos M908 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,141.64,308.0,2006-05-16,Activad
1417,503010,The Phone Company Teléfonos de pantalla táctil de 4 hilos/incorporados M205 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,123.24,268.0,2008-11-02,Activad
1418,503011,The Phone Company Teléfonos de pantalla táctil SAW/externos M806 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,134.74,293.0,2005-05-05,Activad
1419,503012,The Phone Company Teléfonos de pantalla táctil de 5 hilos/externos M508 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,118.65,258.0,2007-03-31,Activad
1420,503013,The Phone Company Teléfonos de pantalla táctil M30 Negro,The Phone Company,The Phone Company,Economía,Negro,Alto,91.51,199.0,2006-08-08,Activad
1421,503014,"The Phone Company Lápiz 2.6 de teléfonos de pantalla táctil """" M320 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,133.36,290.0,2006-09-19,Activad
1422,503015,The Phone Company Teléfonos de pantalla táctil Sharp M910 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,138.42,301.0,2006-02-28,Activad
1423,503016,The Phone Company Teléfonos de pantalla táctil - CRT M11 Negro,The Phone Company,The Phone Company,Economía,Negro,Alto,86.91,189.0,2006-07-13,Activad
1424,503017,The Phone Company Teléfonos de pantalla táctil - LCD M12 Negro,The Phone Company,The Phone Company,Economía,Negro,Alto,91.97,200.0,2006-11-18,Activad
1425,503018,"The Phone Company Teléfono de pantalla táctil 1600 TFT-2.2"" L200 Gris",The Phone Company,The Phone Company,Deluxe,Gris,Alto,175.27,529.0,2008-07-03,Activad
1426,503019,"The Phone Company Teléfono de pantalla táctil 1600 TFT-1.4"" L250 Gris",The Phone Company,The Phone Company,Deluxe,Gris,Alto,195.15,589.0,2007-06-04,Activad
1427,503020,"The Phone Company Teléfonos de pantalla táctil 26 2.2"" M200 Gris",The Phone Company,The Phone Company,Normal,Gris,Alto,105.77,230.0,2006-07-05,Activad
1428,503021,"The Phone Company Teléfonos de pantalla táctil 26 1.4"" M250 Gris",The Phone Company,The Phone Company,Normal,Gris,Alto,123.24,268.0,2006-07-06,Activad
1429,503022,The Phone Company Teléfonos de pantalla táctil de 4 hilos/externos M302 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,132.9,289.0,2005-04-16,Activad
1430,503023,The Phone Company Teléfonos de pantalla táctil SAW/incorporados M801 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,137.5,299.0,2008-02-05,Activad
1431,503024,The Phone Company Teléfonos de pantalla táctil de 5 hilos/incorporados M500 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,117.73,256.0,2009-01-03,Activad
1432,503025,The Phone Company Teléfonos de pantalla táctil infrarrojos M901 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,137.96,300.0,2005-07-30,Activad
1433,503026,The Phone Company Teléfonos de pantalla táctil capacitivos M908 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,141.64,308.0,2006-05-16,Activad
1434,503027,The Phone Company Teléfonos de pantalla táctil de 4 hilos/incorporados M205 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,123.24,268.0,2008-11-02,Activad
1435,503028,The Phone Company Teléfonos de pantalla táctil SAW/externos M806 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,134.74,293.0,2005-05-05,Activad
1436,503029,The Phone Company Teléfonos de pantalla táctil de 5 hilos/externos M508 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,118.65,258.0,2007-03-31,Activad
1437,503030,The Phone Company Teléfonos de pantalla táctil M30 Gris,The Phone Company,The Phone Company,Economía,Gris,Alto,91.51,199.0,2006-08-08,Activad
1438,503031,The Phone Company Lápiz de teléfonos de pantalla táctil M320 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,133.36,290.0,2006-09-19,Activad
1439,503032,The Phone Company Teléfonos de pantalla táctil Sharp M910 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,138.42,301.0,2006-02-28,Activad
1440,503033,The Phone Company Teléfonos de pantalla táctil - CRT M11 Gris,The Phone Company,The Phone Company,Economía,Gris,Alto,86.91,189.0,2006-07-13,Activad
1441,503034,The Phone Company Teléfonos de pantalla táctil - LCD M12 Gris,The Phone Company,The Phone Company,Economía,Gris,Alto,91.97,200.0,2006-11-18,Activad
1442,503035,"The Phone Company Teléfono de pantalla táctil 1600 TFT-2.2"" L200 Oro",The Phone Company,The Phone Company,Deluxe,Oro,Alto,175.27,529.0,2008-07-03,Activad
1443,503036,"The Phone Company Teléfono de pantalla táctil 1600 TFT-1.4"" L250 Oro",The Phone Company,The Phone Company,Deluxe,Oro,Alto,195.15,589.0,2007-06-04,Activad
1444,503037,"The Phone Company Teléfonos de pantalla táctil 26 2.2"" M200 Oro",The Phone Company,The Phone Company,Normal,Oro,Alto,105.77,230.0,2006-07-05,Activad
1445,503038,"The Phone Company Teléfonos de pantalla táctil 26 1.4"" M250 Oro",The Phone Company,The Phone Company,Normal,Oro,Alto,123.24,268.0,2006-07-06,Activad
1446,503039,The Phone Company Teléfonos de pantalla táctil de 4 hilos/externos M302 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,132.9,289.0,2005-04-16,Activad
1447,503040,The Phone Company Teléfonos de pantalla táctil SAW/incorporados M801 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,137.5,299.0,2008-02-05,Activad
1448,503041,The Phone Company Teléfonos de pantalla táctil de 5 hilos/incorporados M500 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,117.73,256.0,2009-01-03,Activad
1449,503042,The Phone Company Teléfonos de pantalla táctil infrarrojos M901 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,137.96,300.0,2005-07-30,Activad
1450,503043,The Phone Company Teléfonos de pantalla táctil capacitivos M908 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,141.64,308.0,2006-05-16,Activad
1451,503044,The Phone Company Teléfonos de pantalla táctil de 4 hilos/incorporados M205 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,123.24,268.0,2008-11-02,Activad
1452,503045,The Phone Company Teléfonos de pantalla táctil SAW/externos M806 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,134.74,293.0,2005-05-05,Activad
1453,503046,The Phone Company Teléfonos de pantalla táctil de 5 hilos/externos M508 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,118.65,258.0,2007-03-31,Activad
1454,503047,The Phone Company Teléfonos de pantalla táctil M30 Oro,The Phone Company,The Phone Company,Economía,Oro,Alto,91.51,199.0,2006-08-08,Activad
1455,503048,The Phone Company Lápiz de teléfonos de pantalla táctil M320 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,133.36,290.0,2006-09-19,Activad
1456,503049,The Phone Company Teléfonos de pantalla táctil Sharp M910 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,138.42,301.0,2006-02-28,Activad
1457,503050,The Phone Company Teléfonos de pantalla táctil - CRT M11 Oro,The Phone Company,The Phone Company,Economía,Oro,Alto,86.91,189.0,2006-07-13,Activad
1458,503051,The Phone Company Teléfonos de pantalla táctil - LCD M12 Oro,The Phone Company,The Phone Company,Economía,Oro,Alto,91.97,200.0,2006-11-18,Activad
1459,503052,Contoso Teléfonos de pantalla táctil de 5 hilos/incorporados M500 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,117.73,256.0,2009-01-03,Activad
1460,503053,Contoso Teléfonos de pantalla táctil infrarrojos M901 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,137.96,300.0,2005-07-30,Activad
1461,503054,Contoso Teléfonos de pantalla táctil capacitivos M908 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,141.64,308.0,2006-05-16,Activad
1462,503055,Contoso Teléfonos de pantalla táctil de 4 hilos/incorporados M205 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,123.24,268.0,2008-11-02,Activad
1463,503056,Contoso Teléfonos de pantalla táctil SAW/externos M806 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,134.74,293.0,2005-05-05,Activad
1464,503057,Contoso Teléfonos de pantalla táctil de 5 hilos/externos M508 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,118.65,258.0,2007-03-31,Activad
1465,503058,Contoso Teléfonos de pantalla táctil M30 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,91.51,199.0,2006-08-08,Activad
1466,503059,Contoso Lápiz de teléfonos de pantalla táctil M320 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,133.36,290.0,2006-09-19,Activad
1467,503060,Contoso Teléfonos de pantalla táctil Sharp M910 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,138.42,301.0,2006-02-28,Activad
1468,503061,Contoso Teléfonos de pantalla táctil - CRT M11 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,86.91,189.0,2006-07-13,Activad
1469,503062,Contoso Teléfonos de pantalla táctil - LCD M12 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,91.97,200.0,2006-11-18,Activad
1470,504001,The Phone Company Teléfonos inteligentes sin cámara E100 Negro,The Phone Company,The Phone Company,Economía,Negro,Alto,65.77,129.0,2006-10-18,Activad
1471,504002,The Phone Company Microsoft Windows Mobile E200 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,105.31,229.0,2009-02-14,Activad
1472,504003,The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,109.91,239.0,2008-12-01,Activad
1473,504004,The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,123.7,269.0,2007-07-07,Activad
1474,504005,The Phone Company Teléfonos inteligentes 160 x 160 M26 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,95.65,208.0,2005-02-24,Activad
1475,504006,The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,105.77,230.0,2006-05-19,Activad
1476,504007,The Phone Company Teléfonos inteligentes - 320 x 320 M86 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,132.44,288.0,2009-05-05,Activad
1477,504008,The Phone Company Teléfonos inteligentes desbloqueados M300 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,122.78,267.0,2007-03-31,Activad
1478,504009,The Phone Company Experto en teléfonos inteligentes M400 Negro,The Phone Company,The Phone Company,Normal,Negro,Alto,137.96,300.0,2006-08-08,Activad
1479,504010,The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Negro,The Phone Company,The Phone Company,Deluxe,Negro,Alto,142.56,310.0,2006-09-19,Activad
1480,504011,The Phone Company Teléfonos inteligentes sin cámara E100 Gris,The Phone Company,The Phone Company,Economía,Gris,Alto,65.77,129.0,2006-11-18,Activad
1481,504012,The Phone Company Microsoft Windows Mobile M200 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,105.31,229.0,2009-02-14,Activad
1482,504013,The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,109.91,239.0,2008-12-01,Activad
1483,504014,The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,123.7,269.0,2007-07-07,Activad
1484,504015,The Phone Company Teléfonos inteligentes 160 x 160 M26 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,95.65,208.0,2005-02-24,Activad
1485,504016,The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,105.77,230.0,2006-05-19,Activad
1486,504017,The Phone Company Teléfonos inteligentes 320 x 320 M86 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,132.44,288.0,2009-05-05,Activad
1487,504018,The Phone Company Teléfonos inteligentes desbloqueados M300 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,122.78,267.0,2007-03-31,Activad
1488,504019,The Phone Company Experto en teléfonos inteligentes M400 Gris,The Phone Company,The Phone Company,Normal,Gris,Alto,137.96,300.0,2006-08-08,Activad
1489,504020,The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Gris,The Phone Company,The Phone Company,Deluxe,Gris,Alto,142.56,310.0,2006-09-19,Activad
1490,504021,The Phone Company Teléfonos inteligentes sin cámara E100 Blanco,The Phone Company,The Phone Company,Economía,Blanco,Alto,65.77,129.0,2006-11-18,Activad
1491,504022,The Phone Company Microsoft Windows Mobile M200 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,105.31,229.0,2009-02-14,Activad
1492,504023,The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,109.91,239.0,2008-12-01,Activad
1493,504024,The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,123.7,269.0,2007-07-07,Activad
1494,504025,The Phone Company Teléfonos inteligentes 160 x 160 M26 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,95.65,208.0,2005-02-24,Activad
1495,504026,The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,105.77,230.0,2006-05-19,Activad
1496,504027,The Phone Company Teléfonos inteligentes 320 x 320 M86 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,132.44,288.0,2009-05-05,Activad
1497,504028,The Phone Company Teléfonos inteligentes desbloqueados M300 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,122.78,267.0,2007-03-31,Activad
1498,504029,The Phone Company Experto en teléfonos inteligentes M400 Blanco,The Phone Company,The Phone Company,Normal,Blanco,Alto,137.96,300.0,2006-08-08,Activad
1499,504030,The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Blanco,The Phone Company,The Phone Company,Deluxe,Blanco,Alto,142.56,310.0,2006-09-19,Activad
1500,504031,The Phone Company Teléfonos inteligentes sin cámara E100 Rosa,The Phone Company,The Phone Company,Economía,Rosa,Alto,65.77,129.0,2006-11-18,Activad
1501,504032,The Phone Company Microsoft Windows Mobile M200 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,105.31,229.0,2009-02-14,Activad
1502,504033,The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,109.91,239.0,2008-12-01,Activad
1503,504034,The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,123.7,269.0,2007-07-07,Activad
1504,504035,The Phone Company Teléfonos inteligentes 160 x 160 M26 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,95.65,208.0,2005-02-24,Activad
1505,504036,The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,105.77,230.0,2006-05-19,Activad
1506,504037,The Phone Company Teléfonos inteligentes 320 x 320 M86 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,132.44,288.0,2009-05-05,Activad
1507,504038,The Phone Company Teléfonos inteligentes desbloqueados M300 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,122.78,267.0,2007-03-31,Activad
1508,504039,The Phone Company Experto en teléfonos inteligentes M400 Rosa,The Phone Company,The Phone Company,Normal,Rosa,Alto,137.96,300.0,2006-08-08,Activad
1509,504040,The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Rosa,The Phone Company,The Phone Company,Deluxe,Rosa,Alto,142.56,310.0,2006-09-19,Activad
1510,504041,The Phone Company Teléfonos inteligentes sin cámara E100 Oro,The Phone Company,The Phone Company,Economía,Oro,Alto,65.77,129.0,2006-11-18,Activad
1511,504042,The Phone Company Microsoft Windows Mobile M200 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,105.31,229.0,2009-02-14,Activad
1512,504043,The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,109.91,239.0,2008-12-01,Activad
1513,504044,The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,123.7,269.0,2007-07-07,Activad
1514,504045,The Phone Company Teléfonos inteligentes 160 x 160 M26 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,95.65,208.0,2005-02-24,Activad
1515,504046,The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,105.77,230.0,2006-05-19,Activad
1516,504047,The Phone Company Teléfonos inteligentes 320 x 320 M86 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,132.44,288.0,2009-05-05,Activad
1517,504048,The Phone Company Teléfonos inteligentes desbloqueados M300 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,122.78,267.0,2007-03-31,Activad
1518,504049,The Phone Company Experto en teléfonos inteligentes M400 Oro,The Phone Company,The Phone Company,Normal,Oro,Alto,137.96,300.0,2006-08-08,Activad
1519,504050,The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Oro,The Phone Company,The Phone Company,Deluxe,Oro,Alto,142.56,310.0,2006-09-19,Activad
1520,504051,"The Phone Company PDA WiFi 3,5 pulgadas M200 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,128.76,280.0,2006-10-18,Activad
1521,504052,"The Phone Company PDA WiFi 3,7 pulgadas M250 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,142.56,310.0,2005-03-08,Activad
1522,504053,"The Phone Company PDA WiFi 4,7 pulgadas L290 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,125.9,380.0,2005-01-08,Activad
1523,504054,"The Phone Company PDA teléfono 3,5 pulgadas M320 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,137.5,299.0,2006-05-06,Activad
1524,504055,"The Phone Company Teléfono PDA 3,7 pulgadas M340 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,151.76,330.0,2005-01-02,Activad
1525,504056,"The Phone Company Teléfono PDA 4,7 pulgadas L360 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,133.19,402.0,2005-03-08,Activad
1526,504057,"The Phone Company Teléfono PDA desbloqueado 3,7 pulgadas M510 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,109.45,238.0,2008-02-09,Activad
1527,504058,"The Phone Company Teléfono PDA desbloqueado 3,5 pulgadas M530 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,123.24,268.0,2005-03-08,Activad
1528,504059,"The Phone Company Teléfono PDA desbloqueado 4,7 pulgadas L550 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,100.06,302.0,2005-03-08,Activad
1529,504060,"The Phone Company PDA de mano 3,5 pulgadas M610 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,117.27,255.0,2005-01-08,Activad
1530,504061,"The Phone Company PDA de mano 3,7 pulgadas M630 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,122.32,266.0,2006-05-06,Activad
1531,504062,"The Phone Company PDA de mano 4,7 pulgadas L650 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,128.88,389.0,2005-01-02,Activad
1532,504063,"The Phone Company Palm PDA 3,5 pulgadas M810 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,128.76,280.0,2005-03-08,Activad
1533,504064,"The Phone Company Palm PDA 3,7 pulgadas M830 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,137.5,299.0,2008-02-09,Activad
1534,504065,"The Phone Company Palm PDA 4,7 pulgadas L850 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,131.87,398.0,2005-03-08,Activad
1535,504066,"The Phone Company Teléfono con GPS y PDA 3,5 pulgadas M910 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,123.24,268.0,2005-03-08,Activad
1536,504067,"The Phone Company Teléfono con GPS y PDA 3,7 pulgadas M930 Negro",The Phone Company,The Phone Company,Normal,Negro,Alto,137.04,298.0,2009-03-15,Activad
1537,504068,"The Phone Company Teléfono con GPS y PDA 4,7 pulgadas L950 Negro",The Phone Company,The Phone Company,Deluxe,Negro,Alto,121.93,368.0,2006-02-12,Activad
1538,504069,"The Phone Company PDA WiFi 3,5 pulgadas M200 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,128.76,280.0,2008-07-01,Activad
1539,504070,"The Phone Company PDA WiFi 3,7 pulgadas M250 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,142.56,310.0,2008-07-01,Activad
1540,504071,"The Phone Company PDA WiFi 4,7 pulgadas L290 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,125.9,380.0,2009-02-13,Activad
1541,504072,"The Phone Company PDA teléfono 3,5 pulgadas M320 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,137.5,299.0,2007-03-11,Activad
1542,504073,"The Phone Company Teléfono PDA 3,7 pulgadas M340 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,151.76,330.0,2006-11-01,Activad
1543,504074,"The Phone Company Teléfono PDA 4,7 pulgadas L360 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,133.19,402.0,2009-05-11,Activad
1544,504075,"The Phone Company Teléfono PDA desbloqueado 3,7 pulgadas M510 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,109.45,238.0,2008-12-15,Activad
1545,504076,"The Phone Company Teléfono PDA desbloqueado 3,5 pulgadas M530 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,123.24,268.0,2006-03-04,Activad
1546,504077,"The Phone Company Teléfono PDA desbloqueado 4,7 pulgadas L550 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,100.06,302.0,2007-07-19,Activad
1547,504078,"The Phone Company PDA de mano 3,5 pulgadas M610 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,117.27,255.0,2006-05-31,Activad
1548,504079,"The Phone Company PDA de mano 3,7 pulgadas M630 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,122.32,266.0,2009-04-11,Activad
1549,504080,"The Phone Company PDA de mano 4,7 pulgadas L650 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,128.88,389.0,2005-06-21,Activad
1550,504081,"The Phone Company Palm PDA 3,5 pulgadas M810 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,128.76,280.0,2006-11-30,Activad
1551,504082,"The Phone Company Palm PDA 3,7 pulgadas M830 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,137.5,299.0,2007-12-01,Activad
1552,504083,"The Phone Company Palm PDA 4,7 pulgadas L850 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,131.87,398.0,2006-08-23,Activad
1553,504084,"The Phone Company Teléfono con GPS y PDA 3,5 pulgadas M910 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,123.24,268.0,2005-07-30,Activad
1554,504085,"The Phone Company Teléfono con GPS y PDA 3,7 pulgadas M930 Plata",The Phone Company,The Phone Company,Normal,Plata,Alto,137.04,298.0,2006-05-16,Activad
1555,504086,"The Phone Company Teléfono con GPS y PDA 4,7 pulgadas L950 Plata",The Phone Company,The Phone Company,Deluxe,Plata,Alto,121.93,368.0,2008-11-02,Activad
1556,504087,"The Phone Company PDA WiFi 3,5 pulgadas M200 Blanco",The Phone Company,The Phone Company,Normal,Blanco,Alto,128.76,280.0,2009-05-05,Activad
1557,504088,"The Phone Company PDA WiFi 3,7 pulgadas M250 Blanco",The Phone Company,The Phone Company,Deluxe,Blanco,Alto,142.56,310.0,2007-03-31,Activad
1558,504089,"The Phone Company PDA WiFi 4,7 pulgadas L290 Blanco",The Phone Company,The Phone Company,Deluxe,Blanco,Alto,125.9,380.0,2006-08-08,Activad
1559,504090,"The Phone Company PDA teléfono 3,5 pulgadas M320 Blanco",The Phone Company,The Phone Company,Normal,Blanco,Alto,137.5,299.0,2006-09-19,Activad
1560,504091,"The Phone Company Teléfono PDA 3,7 pulgadas M340 Blanco",The Phone Company,The Phone Company,Deluxe,Blanco,Alto,151.76,330.0,2009-02-28,Activad
1561,504092,"The Phone Company Teléfono PDA 4,7 pulgadas L360 Blanco",The Phone Company,The Phone Company,Deluxe,Blanco,Alto,133.19,402.0,2006-07-13,Activad
1562,504093,"The Phone Company Teléfono PDA desbloqueado 3,7 pulgadas M510 Blanco",The Phone Company,The Phone Company,Normal,Blanco,Alto,109.45,238.0,2006-11-18,Activad
